new,year,years,much,north,found,earlier,union,small,election,agency,career,rose,largest,weeks,research,northern,vote,quarter,race,enough,site,island,outside,find,executive,key,average,job,lower,test,summer,care,trial,thought,fall,wrote,try,aid,reporters,manager,evidence,original,remains,coast,helped,shows,investigation,latest,changes,jobs,believed,champion,summit,rules,cents,spending,risk,rock,costs,royal,takes,weekend,quickly,figures,attorney,magazine,design,charged,concerns,review,homes,speech,reform,threat,felt,amid,hopes,emergency,straight,militants,pro,debate,decades,previously,heard,centre,territory,conservative,van,scene,spring,older,historic,winter,store,championships,weather,decade,mean,cuts,watch,ice,legislation,critics,shooting,giant,prosecutors,smaller,treaty,spokeswoman,storm,islands,estate,poll,wins,partner,communications,faces,pretty,stores,sport,comments,climate,criticism,crash,slightly,studio,offensive,hits,location,golf,increasingly,strip,looks,liberal,dozens,senator,sexual,relatively,northwest,immigration,investigators,racing,row,shots,coverage,holiday,minority,links,classic,closely,allows,jury,sentence,hoped,tech,pilot,feeling,memorial,protesters,acknowledged,restaurant,website,pop,pair,possibly,forecast,snow,repeatedly,invasion,scandal,wine,controversial,expanded,values,ultimately,dog,appeals,competitive,labour,publicly,unlikely,apartment,hair,lawsuit,images,nice,rail,sees,tensions,temporary,watched,reputation,referendum,fewer,roughly,unusual,sat,jets,advice,restrictions,tiny,adult,dinner,easier,ride,risks,controls,meets,discovery,passes,sharply,radical,obviously,racial,entirely,investigating,estimate,abortion,regularly,aged,stuff,remote,apply,cap,playoff,deeply,mental,transition,broader,economics,winds,economists,unclear,restaurants,string,funeral,couples,opens,chair,chancellor,inquiry,emotional,absolutely,swimming,hostage,alcohol,creative,sounds,bloc,plenty,planet,charity,arrests,sparked,carbon,loved,lunch,crackdown,defended,traditionally,emissions,prospect,tackle,harder,bars,luxury,lists,temperatures,demonstrators,employers,describes,ballots,wealthy,fairly,arriving,fires,drink,essentially,regulators,boom,jailed,parade,rises,killer,landscape,reflected,insists,wider,interviewed,tribute,asylum,checks,flooding,stops,uncertainty,nights,retailers,donations,delays,perspective,warnings,flags,evacuated,requiring,advisers,tale,warrant,extremists,teammates,disappointing,odds,cocaine,improvements,homeless,vaccine,crowds,fatal,footage,hell,raises,afterwards,suspicion,gather,arrives,offshore,wound,dramatically,indoor,horror,investigated,sits,speaks,televised,flames,noon,watchdog,diversity,walks,fleeing,pose,innovation,cancelled,relation,finances,extremist,warns,fined,collision,devastated,tariffs,admits,safely,tips,stepping,developer,logo,teenager,sexually,criticised,apology,equality,diagnosed,racism,chains,proportion,cigarettes,addresses,treatments,flexible,wrongdoing,teenagers,rental,creditors,sentencing,weekends,examining,racist,firearms,bans,innocence,applies,mask,confidential,behaviour,workplace,respects,inappropriate,prepares,precedent,poses,misconduct,uncomfortable,signatures,pandemic,makeshift,admitting,migrant,disruption,murdering,celebrates,offences,stabbing,inequality,closures,cannabis,breaches,emails,fulltime,coronavirus,longterm
-0.62333,-0.36886,-0.47463,-0.20118,-0.30985,-0.26823,0.086174,-0.076981,-0.43299,0.32327,-0.30517,-0.089656,-0.33161,-0.16002,-0.17814,-0.11741,0.28974,0.26774,0.52102,0.37716,-0.25318,-0.55589,0.008194,-0.076071,-0.29108,0.14742,0.20243,-0.74157,-0.17795,-0.45546,0.02664,-0.05222,-0.20891,-0.087553,-0.13279,-0.31442,-0.25868,0.26926,-0.089991,-0.17762,-0.058553,-0.080321,-0.23226,-0.072102,0.18476,-0.0036948,-0.27048,-0.063767,0.60129,-0.16865,0.090588,-0.49538,0.27486,-0.0077743,-0.2868,0.018154,-0.3534,0.026836,-0.14924,0.099127,-0.011374,-0.26548,-0.086363,-0.14843,0.325,-0.39079,0.42837,0.28934,0.1732,0.065816,0.20077,-0.0469,-0.064136,-0.049303,-0.17407,0.15001,0.16623,0.019419,-0.014949,0.022687,-0.34426,0.2066,0.1054,0.039156,-0.33629,-0.15705,0.3716,-0.047302,-0.26112,0.16976,-0.11902,-0.45562,-0.50361,0.2175,-0.41479,-0.52579,0.49784,0.00063356,0.20831,0.089864,-0.16866,0.35761,-0.28546,-0.13793,0.33776,0.19521,0.2597,-0.40165,-0.4053,-0.30725,0.022597,-0.32875,0.47599,-0.18698,0.11832,-0.12264,-0.082962,-0.22243,-0.26869,-0.16939,0.19568,0.34566,0.12005,0.13905,0.1917,0.062791,-0.66954,-0.013853,0.0039521,0.16148,-0.66892,-0.49892,0.24777,0.46963,-0.24808,-0.11659,-0.13663,-0.24801,-0.28413,-0.195,0.0076299,0.46825,-0.39463,0.62735,0.58471,-0.039585,-0.39869,0.080385,0.13179,-0.45017,-0.40239,-0.11102,-0.5168,-0.033508,-0.32636,0.0031266,0.43035,0.23806,0.14635,-0.63505,-0.064956,0.28749,0.35742,-0.14456,0.28127,-0.02059,-0.0080229,-0.59452,-0.6961,0.1586,-0.19068,0.21013,-0.19918,0.77587,-0.56122,-0.37429,0.25241,-0.11043,0.50721,0.090753,-0.020775,0.13949,0.01795,-0.47123,-0.17783,-0.0029365,-0.56912,-0.23945,0.34305,-0.34813,0.34278,0.42732,-0.098285,0.60625,0.42053,-0.5449,-0.7655,-0.093993,-0.60023,-0.052942,0.12531,0.3951,-0.51248,-0.42319,-0.48671,-0.13479,0.2069,0.10981,0.10924,-0.56328,0.45709,-0.62948,0.043759,0.20722,0.28775,-0.050872,0.1358,0.0049112,-0.2324,-0.083446,-0.47208,-0.88248,0.062864,-0.56054,0.13898,-0.19023,0.090056,0.35129,-0.20157,0.15994,-0.34835,0.24413,-0.39707,0.27893,-0.040386,0.67713,0.49079,-0.44472,-0.73028,-0.30383,0.26288,-0.19598,-0.080888,0.065374,0.66837,0.60097,0.05121,0.27689,0.20499,-0.32478,0.241,0.0046699,0.048873,-0.25823,0.52243,0.73937,-0.13612,-0.12161,-0.49592,0.62879,0.11162,-0.13341,0.18239,0.13077,0.16946,-0.013721,0.45383,0.45784,-0.24634,-0.095605,0.0091472,-0.099451,-0.12811,-0.099711,-0.12629,-0.42615,0.00097362,-0.065172,0.087537,0.12842,0.18445,0.43645,0.041694,0.17498,-0.3646,-0.30134,-0.15447,0.015704,0.44875,-0.057649,-0.29069,-0.23308,0.36848,-0.040307,-0.2567,0.39393,0.11521,0.090518,0.41979,-0.20185,0.4126,-0.047866,0.12994,0.42157,-0.14793,-0.29024,0.16293,-0.095239,-0.35034,0.24316,0.22215,0.9696,0.062894,-0.0082418,0.23243,-0.15234,-0.4516,-0.061205,0.47431,-0.16872,0.2977,-0.39874,0.043218,-0.35629,-0.32111,-0.37176,-0.039342,-0.10904,-0.022292,0.6311,-0.00077295,-0.16805,-0.69416,-0.8525,0.31466,0.64382,-0.068337,0.16669,0.14533,-0.58202,-0.088439,-0.31061,0.3385,0.39251,-0.34329,0.2569,0.081805,0.30865,0.25368,0.31133,0.28704,-0.10698,-0.052069,-0.16874,-0.16283,0.33487,-0.035377,-0.12471,0.11004,-0.58978,0.80927,0.035229,-0.1098,-0.7272,0.14337,-0.11486,-0.29667,-0.37524,-0.53351,-0.23182,-0.47381,0.18825,-0.1319,-0.22351,-0.090576,-0.25164,-0.24607,-0.28912,0.15638,0.093292,0.84919,0.18686,0.14099,0.28328,0.010189,0.17776,-0.2145,-0.095183,0.077864,-0.1107,0.21051,-0.22771,0.15992,-0.095968,-0.46702,-0.47169,-0.50814,0.26411,-0.11781,0.10325,0.38255,-0.0030305,0.16237,0.41266,-0.12968,0.24008,-0.19137,-0.50491,-0.54805,0.66889,-0.46072,-0.12965
-0.42434,0.16665,-0.075463,-0.13656,-0.091342,0.58649,-0.04739,-0.18967,0.3283,0.023192,0.0067854,0.5601,0.006558,0.29664,0.019422,0.13307,-0.029849,-0.15124,0.071905,0.094299,0.12764,0.19276,-0.73603,0.34909,0.29634,-0.54836,0.088567,0.72815,0.45583,0.17458,0.73666,-0.16919,0.070386,0.090903,0.19441,-0.32394,-0.21772,0.38534,-0.74056,0.22484,0.62729,0.33208,-0.27601,0.071074,-0.05483,0.15569,0.37685,0.14054,-0.04754,-0.42599,0.38126,0.4073,0.52107,0.46106,-0.34066,-0.27446,-0.04968,0.63977,0.021244,0.31006,-0.14309,-0.10947,0.15866,0.019003,0.1805,0.045279,0.31589,0.026391,0.046188,-0.30001,-0.25313,0.034778,-0.14154,-0.51496,0.2486,0.042766,-0.49311,0.2515,-0.37441,0.29695,0.031547,0.53121,-0.34815,-0.20123,0.58464,0.13373,-0.2816,-0.33218,-0.18659,-0.49576,0.18294,-0.21515,0.12187,-0.25581,-0.24125,0.3754,0.43013,-0.69905,-0.055975,0.18849,0.037774,0.2361,0.2622,-0.40933,0.23255,0.38169,0.14408,0.26458,0.28927,-0.21782,-0.37209,-0.37632,-0.22794,0.25099,0.62022,0.47421,0.19376,-0.83602,0.012361,-0.1909,0.14232,0.15934,-0.43605,-0.17758,-0.30643,-0.15207,-0.10164,0.24197,0.90161,0.26105,-0.16926,-0.01153,0.090204,-0.59766,0.017098,-0.37904,0.099815,-0.44534,-0.0735,-0.091587,-0.019319,-0.55791,0.41669,0.33499,0.18584,0.35174,0.30795,-0.33337,-0.061957,-0.40691,-0.0022291,0.47991,0.022419,0.18265,-0.46357,0.0092196,0.40449,-0.1728,-0.065983,-0.23229,-0.14907,0.40592,0.56207,0.40018,0.10229,0.34758,0.25982,0.039918,-0.3339,0.23748,-0.33466,-0.054479,0.47651,-0.086621,-0.037557,0.16238,0.079435,0.81217,-0.5001,0.2317,0.017394,0.29384,0.28639,0.38333,-0.12343,-0.14178,0.1225,0.12185,-0.10328,0.077529,-0.093019,-0.093242,0.55681,0.018256,0.087601,0.52047,0.19668,0.12056,0.039817,0.92801,-0.40092,-0.62893,0.079028,0.0087071,0.197,-0.099941,-0.66218,0.3788,-0.49832,-0.10955,-0.49564,0.072174,-0.38192,-0.67234,0.022893,-0.16377,-0.16263,0.2426,0.68521,-0.13887,0.57705,-0.0077823,0.048717,0.21689,-0.42025,0.33831,1.0502,-0.14368,0.27102,-0.011146,-0.1523,0.069643,-0.71642,0.75445,-0.1727,0.46784,0.37355,-0.27593,0.056727,-0.10238,-0.34735,-0.22278,-0.079146,-0.055686,-0.14822,-0.26662,-0.013065,0.49418,-0.15625,0.04753,-0.17319,0.026203,-0.071075,-0.37829,0.033295,-0.46349,-0.12451,-0.18544,0.2284,0.40392,0.18524,0.31679,0.079056,0.3451,0.73517,0.30214,-0.013199,0.65081,0.25181,-0.04699,-0.34825,0.3168,-0.072693,0.045287,0.13302,-0.043693,-0.4074,0.21714,0.67756,0.053557,-0.3285,-0.22861,-0.50548,-0.22268,0.074049,0.022585,-0.089355,-0.14672,0.26489,-0.26498,0.65391,-0.2327,-0.77351,0.01489,-0.19943,0.074853,-0.40229,-0.45303,0.39465,-0.24695,-0.38449,-0.31696,-0.52281,-0.77241,-0.15001,-0.27939,0.54269,-0.53264,-0.24986,-0.13937,0.65411,0.28492,0.34344,0.67565,-0.33691,0.024327,0.61083,0.0091088,0.60476,0.2816,-0.71894,-0.20927,0.036649,-0.45654,0.17339,-0.28685,0.13414,0.32119,-0.38418,0.71913,0.19707,0.36374,0.14939,-0.12884,0.53129,0.11019,-0.2068,-0.082062,0.12262,-0.18581,-0.5752,0.23406,-0.075567,-0.40876,0.018981,-0.34077,-0.18696,0.065554,0.31357,-0.17926,-0.12366,0.16186,0.47173,-0.19532,0.082113,-0.068973,-0.17568,-0.07538,0.1576,-0.013174,0.068643,-0.39557,-0.50457,0.44066,0.18485,0.16776,0.19334,0.1787,-0.060992,0.030542,-0.72277,0.40684,0.17474,-0.010812,-0.10389,-0.72948,-0.027468,-0.008903,-0.012692,0.39661,0.23908,0.12337,-0.17613,0.0095288,-0.14422,0.27332,0.43654,-0.046422,-0.18098,-0.12693,-0.50308,0.17659,0.21048,0.018278,0.58674,0.42953,-0.0907,0.12341,0.12395,-0.093429,0.2234,-0.2172,-0.23505,-0.13006,0.20442,0.2028,0.2512,0.076025,0.13404,0.56751,0.036581,0.13562
-0.035321,0.053452,0.14321,-0.069752,0.093621,-0.70964,-0.51397,0.27614,-0.094275,0.33958,-0.17293,0.42423,0.57721,-0.17862,-0.18881,-0.19936,-0.090088,0.22844,-0.065095,-0.091981,-0.32125,-0.30836,-0.51068,-0.41823,-0.19908,0.1299,0.047715,0.16207,0.45181,-0.32408,0.14519,0.18984,0.043105,-0.093289,-0.3327,0.045049,-0.31453,-0.6508,-0.15706,0.073812,0.30306,-0.44483,-0.61572,0.19272,-0.15554,-0.54916,0.14269,0.18494,0.59329,-0.11743,0.13101,-0.34667,0.13229,-0.49532,-0.30916,-0.17642,-0.2906,0.81036,-0.3424,0.50339,0.25337,0.17989,-0.21266,0.19459,0.25649,-0.41434,0.4558,-0.5053,-0.059639,-0.031816,0.0097184,-0.10345,-0.52272,-0.31648,0.24174,-0.21786,0.14503,0.0154,-0.096642,-0.22007,0.10679,0.66297,-0.0094889,0.1475,-0.092955,-0.66166,0.18658,-0.09197,0.36428,-0.4419,0.048727,0.16222,0.1077,-0.27931,-0.1271,-0.41452,0.30258,-0.46073,0.32862,0.24173,-0.13187,0.071026,0.047042,-0.60695,-0.1745,0.3141,-0.3911,-0.67604,-0.19309,-0.11221,-0.49511,-0.70989,-0.76004,0.051991,0.58146,-0.28359,0.10513,0.087447,-0.043884,0.060927,-0.044288,0.48444,-0.020396,-0.27677,0.015043,-0.22957,-0.26935,-0.60333,-0.0038716,-0.51569,-0.14479,0.35599,0.79595,0.26705,0.11803,0.15277,0.18223,-0.022473,-0.20809,0.26232,-0.41755,-0.21694,-0.49433,0.41865,0.12978,-0.32364,-0.02066,0.0097187,0.26494,-0.023717,-0.020036,0.21461,0.10337,-0.60701,-0.75916,-0.38472,0.28507,0.2755,0.079783,-0.11339,-0.1872,0.21478,0.27672,0.20385,-0.19443,-0.48154,-0.29846,-0.55249,-0.66542,-0.24931,0.34265,0.15448,0.07113,0.12275,-0.20194,-0.35157,-0.065997,0.073668,-0.51079,0.2548,0.047423,0.14476,-0.060374,-0.68614,-0.26759,-0.2268,0.011886,-0.23636,-0.026852,0.2018,0.6443,-0.29978,0.53993,0.066528,-0.085892,0.021301,0.051813,-0.16817,0.56642,0.1051,0.24303,-0.51231,-0.32315,0.12098,0.63488,0.06778,-0.075345,0.92855,0.39183,-0.18966,0.48916,0.25331,0.25573,-0.021297,0.048304,-0.17965,0.12703,0.0041369,-0.0081529,-0.30192,0.10831,0.70524,-0.16482,0.018639,-0.07672,-0.47635,0.11695,0.44927,-0.54763,0.40239,0.028034,-0.15679,-1.3309,-0.30523,0.24398,0.3518,-0.108,0.025444,-0.0071076,-0.22382,-0.066811,0.23081,0.20797,-0.15302,0.0035585,-0.010459,0.069878,0.21478,0.069059,-0.34595,0.33426,-0.029704,0.24863,0.0092069,0.20938,0.26166,-0.12788,0.089166,0.3845,0.10776,0.11056,0.22931,-0.062798,0.76372,-0.25706,-0.26421,-0.056656,-0.089128,0.79823,-0.34488,-0.038582,0.064123,0.57933,0.622,0.52536,0.56264,0.17143,0.17317,0.072688,-0.0037806,-0.45996,0.13799,-0.11331,0.17984,0.43987,-0.42195,-0.39197,0.267,0.23302,-0.042665,0.19096,0.1632,0.20696,0.11188,-0.3377,0.13118,0.59661,-0.043896,0.2382,0.17902,0.39963,-0.22296,-0.1646,0.14478,-0.33092,-0.14194,-0.23793,0.28741,-0.10146,0.081713,0.18202,0.03803,0.53913,-0.040937,-0.018897,0.090034,-0.58403,0.49659,-0.02424,-0.055272,0.096977,0.37653,0.29201,0.43703,-0.43008,-0.20459,-0.95102,-0.26505,0.37139,-0.14125,0.38577,0.24058,0.01337,0.17016,0.064682,-0.0080346,0.19482,-0.47596,-0.21671,0.046835,0.44828,0.098577,-0.41326,-0.25423,0.04841,-0.016946,-0.23286,0.35569,-0.56002,0.34039,-0.3895,-0.029113,0.22625,0.22654,0.41657,0.55569,-0.14505,-0.031639,-0.19843,-0.071753,0.19756,0.011506,-0.12276,0.28523,-0.039691,0.0097684,0.1874,0.46671,-0.12786,0.55032,-0.062242,-0.24122,0.3231,-0.11714,-0.13432,-0.3226,-0.067525,-0.025897,-0.076051,0.026908,-0.43803,-0.45354,0.25242,-0.11154,0.23151,0.44909,-0.074038,-0.079353,0.089129,0.25619,0.061472,0.38852,-0.49169,0.26178,-0.45811,-0.084251,-0.12637,0.028472,0.19749,-0.093237,-0.099097,0.12859,-0.2721,0.24369,0.50387,-0.03449,-0.22535,-0.42312,-0.36481,-0.50693,-0.21828,0.071512
-0.026693,0.31654,-0.016768,-0.067993,-0.90442,-0.29454,0.30897,-0.1375,-0.74577,-0.46455,0.31572,0.40604,0.10463,-0.45729,0.4771,-0.12832,-0.25242,-0.039112,0.12988,-0.28544,-0.3574,-0.3596,-0.19066,-0.31013,-0.20647,-0.17615,-0.67813,1.0794,0.26849,0.13556,-1.2378,0.2945,0.53394,-0.53469,0.17489,0.14057,-0.074132,0.079847,-0.46393,-0.24646,-0.59758,-0.38314,-0.28586,-0.39428,0.36807,-0.13155,-0.23799,-0.36818,-0.14867,-0.20016,0.34201,-0.1036,-0.0096169,-0.64828,0.14525,0.87746,0.60814,0.33189,0.1308,0.46425,0.57058,-0.077156,0.33034,-0.087438,-0.060296,-0.055856,0.16042,-0.9966,-0.13936,-0.017278,-0.13891,0.46733,0.21048,0.22221,-0.021358,-0.71227,-0.071149,-0.30728,0.23226,-0.11011,0.29328,-0.21968,0.32443,-0.12204,0.50456,-0.014984,-0.41468,0.55861,0.22879,0.27587,-0.20464,0.21518,-0.38099,-0.061347,-0.012053,-0.48975,-0.083125,-0.35941,0.12308,0.36708,0.40664,0.035223,-0.1953,0.71179,0.13616,-0.034032,-0.43847,-0.18069,-0.23373,-0.38173,0.07999,-0.25531,0.039092,0.41341,0.43038,0.043716,-0.57164,0.27763,-0.60741,0.1089,-0.071186,-0.13693,0.19979,-0.15405,0.085898,-0.31842,0.068625,0.095657,0.13493,0.87597,-0.23504,0.16311,-0.42619,0.0076987,-0.27872,0.02954,-0.22082,-0.058448,0.1083,-0.17532,-0.029725,0.36852,-0.12141,-0.47719,-0.388,0.09457,0.48295,0.48799,0.15096,-0.33006,0.25097,-0.47219,-0.43088,-0.35156,-0.29272,-0.46713,-0.30451,-0.51438,-0.52587,0.094463,-0.037227,0.15321,-0.27069,0.41545,0.35417,-0.48798,0.12318,0.41791,-0.16459,-0.019058,-0.35754,-0.66439,-0.6644,-0.13173,0.10919,0.24569,-0.29847,0.19023,-0.068208,-0.32883,0.049872,-0.24512,-0.18056,-0.29108,-0.11969,-0.04282,-0.39437,0.10928,-0.39968,-0.22212,-0.029893,0.1224,-0.13036,-0.059757,0.45985,0.60539,0.27699,-0.30008,-0.66169,0.23102,0.17868,-0.032026,-0.21188,0.34617,0.40588,-0.14146,-0.26769,0.33529,-0.32394,-0.15681,-0.15251,0.49676,0.55488,-0.19407,-0.1226,0.14697,-0.099519,-0.18412,0.67427,0.69001,0.18545,-0.30985,0.31612,-0.2299,0.030195,0.01159,-0.25734,-0.69281,0.37272,-0.42866,-0.042988,0.59136,-0.29334,0.601,0.11422,0.10494,-0.18194,0.21588,0.48769,-0.094517,-0.54137,-0.094298,-0.054827,-0.10133,-0.13431,-0.13563,-0.19906,-0.25025,-0.23064,0.29231,-0.5963,-0.12014,0.04913,0.29689,-0.58071,-0.10961,-0.61266,-0.36973,0.057184,-0.32093,0.14518,-0.04828,-0.078768,0.076333,0.12053,0.2793,-0.25453,0.36815,-0.033128,-0.19775,-0.22843,0.50442,-0.17745,-0.11415,-0.16646,-0.30925,0.048333,0.13651,-0.32539,0.12112,-0.13339,0.014113,-0.29726,0.12891,-0.20758,0.083077,0.14416,-0.0072082,-0.18959,-0.45585,0.18003,0.2073,0.35646,0.30176,-0.26379,-0.25575,0.1886,0.64493,0.039994,-0.24485,0.14069,-0.12053,0.14431,-0.40208,-0.053432,-0.14718,0.059571,-0.31382,0.37109,0.66276,-0.42853,-0.27277,0.58365,-0.14521,-0.46563,0.13415,-0.21715,-0.14022,-0.1989,-0.056187,0.44051,0.23183,-0.16082,-0.26141,-0.41896,-0.50711,0.32286,0.076767,0.39005,-0.034358,0.17469,-0.17282,-0.36046,0.085632,0.15166,-0.095707,0.2497,-0.34624,-0.099436,0.40858,0.076921,0.019458,-0.41932,0.076526,-0.32254,0.1497,0.5552,-0.13797,0.16665,-0.18601,-0.64379,-0.26449,-0.24196,0.08979,-0.36014,-0.11301,-0.39092,-0.74768,0.26688,0.17718,0.050297,-0.020122,0.21084,0.004843,-0.091132,-0.33016,-0.055589,0.96664,0.3524,0.40839,-0.83677,-0.35488,0.45548,0.091744,-0.078157,-0.20084,0.68639,-0.034236,0.15738,0.23479,-0.15742,-0.50135,0.4301,-0.42621,-0.16449,0.099794,0.075753,0.027446,-0.020478,-0.23366,0.37715,-0.044352,-0.19351,-0.40332,-0.2365,0.51891,-0.32078,0.036131,0.24091,0.28685,-0.028981,-0.19433,0.033478,-0.29997,-0.2342,-0.43087,0.13928,-0.40241,0.41558,0.46632,-0.40561,0.24287
0.2312,-0.15587,0.25132,0.092237,-0.33925,0.13229,0.055908,0.33903,0.097294,-0.13388,0.09591,-0.030087,-0.20546,0.27803,0.14606,0.19883,0.067847,-0.2548,-0.2888,-0.4566,0.045121,0.21824,0.66971,0.035721,0.20441,0.19788,0.40773,-0.40508,-0.16441,0.34824,-0.078431,0.11975,0.27772,0.50338,0.15274,-0.10397,0.060195,0.14793,0.056617,-0.15311,0.078178,0.040777,-0.20852,0.57701,-0.29812,0.17016,-0.20561,0.072754,-0.032724,-0.18349,-0.18311,0.15162,0.33933,0.37895,-0.2009,0.13047,0.5027,-0.12321,0.32894,0.13307,-0.059058,-0.0018709,-0.020473,0.32101,-0.075589,0.17219,0.0029828,-0.14406,0.044095,0.2017,-0.14007,-0.159,-0.36773,0.80299,-0.08824,-0.047099,0.073616,0.30166,0.22897,-0.10239,-0.60455,0.14969,0.60654,0.37044,-0.033928,-0.39615,0.58168,0.15536,0.032207,0.0077253,0.085158,-0.183,0.16673,0.086824,-0.11727,0.033442,0.16681,-0.60709,0.37096,-0.49913,0.22107,-0.23703,-0.27882,-0.020915,0.077634,-0.039151,0.087529,0.75583,0.35143,0.16254,-0.006803,0.20772,0.65455,0.47119,-0.26052,-0.427,0.28128,0.20504,-0.033042,0.063862,0.24281,0.18737,-0.16719,-0.025364,0.18199,-0.19429,-0.23824,-0.18503,0.22579,-0.23679,-0.15502,-0.010651,0.58598,-0.46962,0.16597,0.25095,-0.12647,-0.29207,-0.3238,0.20856,0.037013,0.30092,0.16655,-0.14415,-0.21792,-0.38242,0.6737,0.12853,-0.1177,0.03113,0.1219,-0.31667,0.0043955,0.35774,0.33039,0.10536,0.26822,-0.17836,0.0099315,0.10799,0.16823,-0.19338,-0.12394,-0.18448,0.20269,-0.076975,-0.013854,-0.4607,-0.70283,0.19195,0.23624,0.27959,0.21744,0.39846,0.13692,-0.42967,0.37349,-0.052888,0.62523,0.13863,-0.35883,-0.22273,0.44625,0.20617,-0.13272,-0.28909,-0.29778,-0.17754,-0.085797,-0.17437,0.11148,-0.42593,-0.30855,0.063964,0.60609,-0.32707,-0.40702,-0.079924,-0.12827,0.19489,0.68649,-0.075611,0.083894,0.045503,-0.14333,-0.095594,-0.50445,-0.10846,-0.0080506,0.087553,-0.072628,0.1066,0.11469,0.13587,0.081627,-0.45179,0.29924,-0.27624,-0.49316,-0.032019,-0.31805,-0.020807,0.00041454,-0.1111,0.1828,0.11172,-0.44048,0.37065,0.11547,-0.16027,0.21752,0.4455,-0.46323,0.2177,0.16878,-0.25791,-0.40668,-0.07498,-0.48935,0.30442,-0.16543,-0.021582,0.12699,0.14076,-0.011233,0.3478,0.3051,-0.39316,0.721,-0.35491,0.26145,0.36034,-0.35307,-0.42261,-0.27666,0.60112,0.30227,-0.062652,0.14922,0.12886,0.054279,0.28748,-0.03591,-0.072176,0.20252,-0.086581,-0.39729,0.048256,0.40608,-0.6778,0.25709,0.14656,0.062868,-0.2476,0.57104,-0.044541,-0.36898,-0.12152,-0.30107,0.076396,0.026636,0.0070412,0.29499,-0.75916,-0.12039,0.28192,0.24765,-0.12821,0.21483,0.27819,-0.093511,-0.00051786,0.47386,-0.10558,-0.30542,-0.47888,0.048342,-0.16393,0.048836,0.065908,-0.56583,0.41223,-0.30752,-0.55173,-0.38566,-0.17803,0.43538,0.49321,-0.0016639,-0.30286,0.13683,-0.0043412,-0.35666,-0.15583,-0.36539,0.20321,0.33993,0.43434,-0.24778,-0.49787,0.25738,-0.35025,0.03526,-0.23543,0.062752,-0.13487,-0.51875,-0.043246,0.080861,0.24955,0.29066,-0.13143,0.054588,-0.22754,-0.21236,-0.71753,-0.10368,-0.19479,-0.35319,-0.65681,0.21609,-0.32803,0.48715,-0.068627,-0.4322,0.35979,-0.52921,-0.28999,0.035664,-0.29106,0.53975,-0.30348,-0.021538,-0.60829,0.38986,0.098963,-0.054514,-0.36583,0.27992,0.080598,0.13058,-0.2524,-0.66671,-0.099026,-0.67359,0.18975,-0.22319,-0.94212,0.25254,0.37609,0.63774,-0.23672,0.08148,0.22599,0.28863,0.75185,0.22089,-0.10582,-0.61525,-0.26472,-0.10931,0.18955,0.090885,0.34462,0.28538,0.068861,-0.43652,-0.21958,0.13862,-0.23241,0.056456,-0.29071,-0.24101,-0.36182,-0.048458,-0.37955,-0.40218,-0.16303,-0.38196,-0.47582,0.24542,-0.41472,-0.12092,0.54811,-0.38071,0.10586,-0.098473,-0.35984,-0.38509,-0.24581,0.026473,0.21768
